key,value,count
leisure,park,142
leisure,swimming_pool,137
leisure,playground,119
leisure,sports_centre,57
leisure,pitch,31
leisure,video_arcade,22
leisure,stadium,12
leisure,golf_course,11
leisure,garden,11
leisure,dog_park,10
leisure,dance,9
leisure,nature_reserve,8
leisure,common,7
leisure,marina,6
leisure,slipway,4
leisure,ice_rink,3
leisure,fishing,3
leisure,track,2
leisure,water_park,1
